"metric_month","user_id","cohort_month","User Language","User Age","Game Name","MRR","Paid Users Count","New MRR","Is New Paid User","Expansion MRR","Contraction MRR","Churned Users Count","Churned Revenue"
2022-05-01,b3TBQFxyCxxypmPajF+jXw==,2022-03-01,uk,15,game 3,28.68,1,0,0,13.86,0,0,0
2022-05-01,b6lW5fOrJiJUE7dwhEp9VQ==,2022-05-01,ru,17,game 3,94.11,1,94.11,1,0,0,0,0
2022-05-01,B8zuTsAC2iJ98u2nlv/fUw==,2022-05-01,uk,21,game 3,39.96,1,39.96,1,0,0,1,-39.96
2022-05-01,Bcs3CbYx2EpbL9otxlEUmg==,2022-03-01,uk,18,game 3,30.72,1,0,0,0,-58.5,0,0
2022-05-01,BDvlXttM/hbupcLic+5ZWg==,2022-05-01,uk,29,game 3,12.93,1,12.93,1,0,0,0,0
2022-05-01,BTD3ZjLKfkT6ZRBT9zRwtg==,2022-05-01,uk,14,game 3,65.73,1,65.73,1,0,0,0,0
2022-05-01,crKNTIblJ0113SKEtSJQHw==,2022-05-01,uk,16,game 3,93.99,1,93.99,1,0,0,0,0
2022-05-01,Dbff3x5cRk6/tUY3WQdzFQ==,2022-04-01,uk,21,game 3,31.2,1,0,0,0,-29.37,0,0
2022-05-01,DorDcyqBWMg5IEaflqn5Xw==,2022-04-01,ru,23,game 3,37.62,1,0,0,0,-12.54,0,0
2022-05-01,dpfu6t8G4blqMn55KM8bSg==,2022-04-01,uk,16,game 3,33.15,1,0,0,0.12,0,0,0
2022-05-01,DqezK7HAqZ+GovyRuzxD1A==,2022-04-01,uk,23,game 3,72.15,1,0,0,0,-11.04,0,0
2022-05-01,eCd4MBHIR4qUWapg05TFLQ==,2022-04-01,ru,18,game 3,14.55,1,0,0,0,-8.49,0,0
2022-05-01,er3/fOrRpmyqiRaC0CaFcg==,2022-05-01,uk,21,game 3,47.22,1,47.22,1,0,0,0,0
2022-05-01,FLqAK4qKiMkvlLBgGwbBnQ==,2022-05-01,ru,31,game 3,24.36,1,24.36,1,0,0,1,-24.36
2022-05-01,Fqu+/F0rn1G4YP3f3yHA1Q==,2022-04-01,uk,21,game 3,20.73,1,0,0,0,-5.55,1,-20.73
2022-05-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,2022-03-01,ru,35,game 3,31.56,1,0,0,19.02,0,1,-31.56
2022-05-01,fXlo39/YD2z9SEVShTXp6w==,2022-05-01,uk,34,game 3,17.34,1,17.34,1,0,0,1,-17.34
2022-05-01,GEAVJz1gd3SThbDZR01fcA==,2022-04-01,uk,14,game 3,48.3,1,0,0,0,-39.06,0,0
2022-05-01,Ghk2iJmzSUW4qLsmJgwOcw==,2022-03-01,uk,16,game 3,67.29,1,0,0,0,-61.11,0,0
2022-05-01,GOl6BQXsy0zvbvIWIoKEQw==,2022-05-01,ru,18,game 3,64.65,1,64.65,1,0,0,1,-64.65
2022-05-01,gPRMy8HkmaiyX+13OxuP/A==,2022-04-01,ru,21,game 3,22.17,1,0,0,0,-33.69,0,0
2022-05-01,Grpkzd4XIHh+ZbTMNxnUGg==,2022-04-01,ru,30,game 3,41.88,1,0,0,6.33,0,0,0
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,2022-04-01,uk,30,game 3,12.09,1,0,0,0,-2.25,0,0
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,2022-04-01,ru,24,game 3,15.6,1,0,0,0,-26.64,0,0
2022-05-01,HJccOn6v5KHqBa8wRu42oQ==,2022-03-01,uk,20,game 3,18.84,1,0,0,0,-8.76,1,-18.84
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,2022-04-01,ru,17,game 3,20.85,1,0,0,0,-38.79,1,-20.85
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,2022-04-01,uk,19,game 3,16.44,1,0,0,0,-50.82,1,-16.44
2022-05-01,HxWcXHURvvtOJkrXAcDxQg==,2022-03-01,uk,15,game 3,122.94,1,0,0,40.41,0,0,0
2022-05-01,IdKyooyTjAbvCA7p+ujKCw==,2022-05-01,uk,19,game 3,153.54,1,153.54,1,0,0,0,0
2022-05-01,ilnMSoPJHAYMegDX02XG+w==,2022-04-01,uk,25,game 3,64.86,1,0,0,10.83,0,1,-64.86
2022-05-01,J6WNl39fdxaY8ZtvV8wNkw==,2022-03-01,uk,18,game 3,24.99,1,0,0,6.57,0,0,0
2022-05-01,jKSOgyMP0Yzld1pVpvyYrg==,2022-05-01,uk,36,game 3,15.06,1,15.06,1,0,0,1,-15.06
2022-05-01,Jp0hnV9XOJGVV5jpFhlqgQ==,2022-03-01,uk,25,game 3,18.06,1,0,0,0,-38.1,0,0
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,2022-03-01,uk,20,game 3,54.27,1,0,0,0,-4.17,0,0
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,2022-04-01,ru,19,game 3,13.26,1,0,0,0,-28.2,0,0
2022-05-01,lCD23Awt3KotauWenCRr5w==,2022-04-01,uk,20,game 3,90.75,1,0,0,42.81,0,1,-90.75
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,2022-05-01,ru,18,game 3,17.25,1,17.25,1,0,0,1,-17.25
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,2022-05-01,uk,29,game 3,13.2,1,13.2,1,0,0,1,-13.2
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,2022-05-01,ru,17,game 3,86.46,1,86.46,1,0,0,0,0
2022-05-01,MRcEXu/KG95hsIyJM/816A==,2022-05-01,uk,32,game 3,37.98,1,37.98,1,0,0,0,0
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,2022-04-01,ru,20,game 3,40.62,1,0,0,21.51,0,1,-40.62
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,2022-04-01,uk,24,game 3,70.08,1,0,0,38.4,0,0,0
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,2022-03-01,uk,22,game 3,16.44,1,0,0,0,-70.44,0,0
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,2022-04-01,en,20,game 3,75.9,1,0,0,54.57,0,0,0
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,2022-04-01,uk,25,game 3,155.97,1,0,0,93.84,0,0,0
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,2022-05-01,uk,22,game 3,68.16,1,68.16,1,0,0,0,0
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,2022-03-01,uk,14,game 3,95.52,1,0,0,79.86,0,1,-95.52
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,2022-03-01,ru,24,game 3,39.6,1,0,0,20.1,0,0,0
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,2022-05-01,uk,20,game 3,21.84,1,21.84,1,0,0,0,0
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,2022-05-01,ru,19,game 3,40.17,1,40.17,1,0,0,0,0
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,2022-05-01,uk,21,game 3,17.64,1,17.64,1,0,0,0,0
2022-05-01,QZBiEFECZAgVl5IkN9/cFw==,2022-05-01,en,16,game 3,91.17,1,91.17,1,0,0,0,0
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,2022-05-01,uk,28,game 3,12.18,1,12.18,1,0,0,0,0
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,2022-05-01,uk,44,game 3,24.06,1,24.06,1,0,0,0,0
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,2022-03-01,uk,34,game 3,12.15,1,0,0,0,-27.33,1,-12.15
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,2022-05-01,uk,29,game 3,15.24,1,15.24,1,0,0,0,0
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,2022-04-01,uk,22,game 3,27.87,1,0,0,0,-104.1,0,0
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,2022-04-01,ru,20,game 3,27.42,1,0,0,0,-35.16,0,0
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,2022-03-01,ru,17,game 3,47.88,1,0,0,27.09,0,0,0
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,2022-05-01,uk,16,game 3,28.35,1,28.35,1,0,0,1,-28.35
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,2022-05-01,uk,31,game 3,12.66,1,12.66,1,0,0,0,0
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,2022-03-01,ru,25,game 3,42.72,1,0,0,5.88,0,0,0
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,2022-03-01,uk,16,game 3,95.91,1,0,0,38.19,0,0,0
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,2022-05-01,uk,24,game 3,49.05,1,49.05,1,0,0,0,0
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,2022-05-01,ru,17,game 3,74.01,1,74.01,1,0,0,0,0
